1,1995,8.3,81,John Lasseter,Tom Hanks|Tim Allen|Don Rickles,191796233,USA,30000000
1525,1997,4.6,0,Ronny Yu,Angus Macfadyen|Mario Yedidia|Marley Shelton,644881761997,USA,35000000
1526,1997,5.1,98,Ivan Reitman,Robin Williams|Billy Crystal|Julia Louis-Dreyfus,28659604181997,USA,85000000
1527,1997,7.7,126,Luc Besson,Bruce Willis|Milla Jovovich|Gary Oldman,6354002031997,France,93000000
1529,1997,6.4,82,Gregg Araki,James Duval|Rachel True|Nathan Bexton,2735491997,USA,0
1531,1996,6.8,98,Kevin Bacon,Helen Mirren|Kyra Sedgwick|Beau Bridges,3117661996,USA,0
1532,1997,5.0,105,Rusty Cundieff,Tisha Campbell-Martin|Rusty Cundieff|Paula Jai Parker,7553105251997,USA,0
1535,1997,6.8,108,Joe Mantello,Jason Alexander|Stephen Spinella|Stephen Bogardus,287424281997,USA,0
1537,1996,7.8,136,Masayuki Suo,Kôji Yakusho|Tamiyo Kusakari|Naoto Takenaka,9676677231998,Japan,0
1539,1997,6.7,99,Kevin Allen,Llyr Ifans|Rhys Ifans|Dorien Thomas,74188301997,UK,3300000
1541,1997,6.1,100,Griffin Dunne,Meg Ryan|Matthew Broderick|Kelly Preston,34656904151997,USA,0
1542,1996,7.1,103,Mark Herman,Pete Postlethwaite|Tara Fitzgerald|Ewan McGregor,256047181997,UK,0
1543,1997,6.1,94,David Hare,Mike Nichols|Miranda Richardson|David de Keyser,0,UK,0
1544,1997,6.5,129,Steven Spielberg,Jeff Goldblum|Julianne Moore|Pete Postlethwaite,229074524101997,USA,73000000
1545,1996,7.6,97,Jacques Doillon,Victoire Thivisol|Delphine Schiltz|Matiaz Bureau Caton,1400000,France,0
1546,1996,7.1,96,Steven Soderbergh (uncredited),Steven Soderbergh|Miles Hardy|Scott Allen,0,USA,250000
1549,1995,5.5,0,Clare Peploe,Bridget Fonda|Russell Crowe|Jim Broadbent,171979131997,UK,0
1550,1997,5.7,98,Jonathan Lynn,Michael Richards|Jeff Daniels|Charlize Theron,13548764251997,USA,0
1552,1997,6.8,115,Simon West,Nicolas Cage|John Cusack|John Malkovich,10108716131997,USA,75000000
1554,1996,6.7,126,Peter Greenaway,Vivian Wu|Ewan McGregor|Yoshi Oida,2293037151997,Netherlands,0
1555,1995,6.8,0,Laetitia Masson,Sandrine Kiberlain|Arnaud Giovaninetti|Roschdy Zem,0,France,0
1556,1997,3.7,121,Jan de Bont,Sandra Bullock|Jason Patric|Willem Dafoe,4806839651997,USA,160000000
1562,1997,3.7,125,Joel Schumacher,Arnold Schwarzenegger|George Clooney|Chris O'Donnell,107285004191997,USA,125000000
1563,1997,7.0,97,Finn Taylor,David Arquette|Brad Hunt|Cathy Moriarty,46465581997,USA,1000000
1564,1997,7.2,98,Paul Weiland,Jean Reno|Mercedes Ruehl|Polly Walker,72588111997,USA,0
1566,1997,7.2,93,"Ron Clements,",Tate Donovan|Susan Egan|James Woods,99046791191997,USA,85000000
1569,1997,6.3,105,P.J. Hogan,Julia Roberts|Dermot Mulroney|Cameron Diaz,12680511291998,USA,46000000
1570,1992,6.4,83,Shin'ya Tsukamoto,Tomorô Taguchi|Shin'ya Tsukamoto|Nobu Kanaoka,2550201997,Japan,0
1571,1996,6.9,91,Cédric Klapisch,Garance Clavel|Zinedine Soualem|Renée Le Calm,1652472121997,France,300000
1572,1963,7.7,103,Jean-Luc Godard,Brigitte Bardot|Jack Palance|Michel Piccoli,40575172014,France,900000
1573,1997,7.3,138,John Woo,John Travolta|Nicolas Cage|Joan Allen,112225777311997,USA,80000000
1575,1996,7.0,75,Mohsen Makhmalbaf,Shaghayeh Djodat|Hossein Moharami|Rogheih Moharami,27396781997,Iran,0
1580,1997,7.3,98,Barry Sonnenfeld,Tommy Lee Jones|Will Smith|Linda Fiorentino,25014761591998,USA,90000000
1581,1997,6.1,106,Martha Coolidge,Jack Lemmon|Walter Matthau|Dyan Cannon,27974168261997,USA,0
1582,1997,6.3,106,William Dear,Jonathan Taylor Thomas|Devon Sawa|Scott Bairstow,7324662151997,USA,0
1583,1997,5.4,89,Michael Ritchie,Martin Short|Mara Wilson|Robert Pastorelli,8119205221997,USA,28000000
1584,1997,7.4,150,Robert Zemeckis,Jodie Foster|Matthew McConaughey|Tom Skerritt,100853835311997,USA,90000000
1586,1997,5.9,125,Ridley Scott,Demi Moore|Viggo Mortensen|Anne Bancroft,48154732191997,USA,50000000
1587,1982,6.9,129,John Milius,Arnold Schwarzenegger|James Earl Jones|Max von Sydow,37567440,USA,20000000
1588,1997,5.4,92,Sam Weisman,Brendan Fraser|Leslie Mann|Thomas Haden Church,10526325721998,USA,55000000
1589,1997,6.9,105,James Mangold,Sylvester Stallone|Harvey Keitel|Ray Liotta,44886089141997,USA,10000000
1590,1997,6.7,96,Paul W.S. Anderson (as Paul Anderson),Laurence Fishburne|Sam Neill|Kathleen Quinlan,26616590241997,UK,60000000
1591,1997,5.2,96,Mark A.Z. Dippé,John Leguizamo|Michael Jai White|Martin Sheen,54967359281997,USA,40000000
1592,1997,5.1,98,Charles Martin Smith,Michael Jeter|Kevin Zegers|Wendy Makkena,24629916121997,USA,3000000
1593,1997,5.5,105,Glenn Gordon Caron,Jennifer Aniston|Jay Mohr|Kevin Bacon,3105864331997,USA,10000000
1594,1997,7.3,97,Neil LaBute (as Neil Labute),Aaron Eckhart|Matt Malloy|Stacy Edwards,2856622101997,Canada,25000
1595,1997,4.6,86,Sam Pillsbury,Jason James Richter|August Schellenberg|Annie Corley,3519178191997,USA,0
1596,1997,7.2,83,Mike Leigh,Katrin Cartlidge|Lynda Steadman|Kate Byers,2506039171997,UK,0
1597,1997,6.7,135,Richard Donner,Mel Gibson|Julia Roberts|Patrick Stewart,76081498211997,USA,75000000
1598,1998,6.1,100,Barbet Schroeder,Michael Keaton|Andy Garcia|Brian Cox,13668777101998,USA,50000000
1599,1997,2.8,97,Kenneth Johnson,Shaquille O'Neal|Annabeth Gish|Judd Nelson,168642951997,USA,16000000
1600,1997,5.9,100,Nick Cassavetes,Sean Penn|Robin Wright|John Travolta,722183631997,France,18000000
1601,1997,6.2,130,Bill Duke,Laurence Fishburne|Tim Roth|Vanessa Williams,2346101371997,USA,30000000
1602,1997,5.1,84,Andy Cadiff,Christopher McDonald|Janine Turner|Cameron Finley,10713605101997,USA,15000000
1603,1997,5.9,105,Guillermo del Toro,Mira Sorvino|Jeremy Northam|Alexander Goodwin,25454187171997,USA,30000000
1604,1997,6.2,97,Brett Ratner,Charlie Sheen|Chris Tucker|Heather Locklear,41067398121997,USA,25000000
1605,1997,5.3,101,Marco Brambilla,Alicia Silverstone|Benicio Del Toro|Christopher Walken,14327206191997,USA,20000000
1606,1997,4.8,95,John Nicolella,Kevin Sorbo|Tia Carrere|Thomas Ian Griffith,608689131997,USA,0
1608,1997,6.5,124,Wolfgang Petersen,Harrison Ford|Gary Oldman|Glenn Close,172620724301998,USA,85000000
1609,1997,6.7,119,Kevin Reynolds,Samuel L. Jackson|John Heard|Kelly Rowan,571608051997,USA,20000000
1610,1990,7.6,135,John McTiernan,Sean Connery|Alec Baldwin|Scott Glenn,122012643,USA,30000000
1611,1991,7.1,104,Gus Van Sant,River Phoenix|Keanu Reeves|James Russo,6401336,USA,2500000
1612,1997,6.1,86,Tony Vitale,Nick Scotti|Anthony Barrile|Anthony DeSando,1828284261997,USA,740000
1613,1997,5.9,86,Miguel Arteta,Douglas Spain|Efrain Figueroa|Kandeyce Jorden,59257351997,USA,0
1614,1997,6.3,90,Frank Oz,Kevin Kline|Joan Cusack|Tom Selleck,63826569231998,USA,35000000
1615,1997,6.9,117,Lee Tamahori,Anthony Hopkins|Alec Baldwin|Elle Macpherson,27779888191997,USA,0
1616,1997,5.9,124,Mimi Leder,George Clooney|Nicole Kidman|Marcel Iures,41256277191997,USA,50000000
1617,1997,8.3,138,Curtis Hanson,Kevin Spacey|Russell Crowe|Guy Pearce,64604977291998,USA,35000000
1619,1997,7.0,136,Jean-Jacques Annaud,Brad Pitt|David Thewlis|BD Wong,3790150961998,USA,70000000
1620,1997,6.6,115,Gary Fleder,Morgan Freeman|Ashley Judd|Cary Elwes,60491560201998,USA,27000000
1621,1997,7.0,115,George Tillman Jr.,Vanessa Williams|Vivica A. Fox|Nia Long,43490057231998,USA,7500000
1623,1997,5.7,90,Robert Kurtzman,Tammy Lauren|Andrew Divoff|Robert Englund,15719109281997,USA,5000000
1624,1997,6.0,105,Jocelyn Moorhouse,Michelle Pfeiffer|Jessica Lange|Jennifer Jason Leigh,7928412121997,USA,0
1625,1997,7.8,129,David Fincher,Michael Douglas|Deborah Kara Unger|Sean Penn,48265581191997,USA,50000000
1626,1997,5.0,105,Félix Enríquez Alcalá (as Felix Enriquez Alcalá),Steven Seagal|Kris Kristofferson|Marg Helgenberger,16148906241997,USA,60000000
1627,1997,6.8,125,Oliver Stone,Sean Penn|Jennifer Lopez|Nick Nolte,6633400311997,France,19000000
1629,1997,6.5,97,Mark Joffe,Janeane Garofalo|David O'Hara|Milo O'Shea,3376403141997,Ireland,0
1631,1997,6.9,119,Christian Duguay,Aidan Quinn|Donald Sutherland|Ben Kingsley,540063171997,Canada,0
1632,1997,4.8,98,Keith Samples,Greg Kinnear|Lauren Holly|Joan Cusack,3247524191997,USA,18000000
1633,1997,7.1,113,Victor Nunez,Peter Fonda|Patricia Richardson|Christine Dunford,905473661998,USA,2700000
1635,1997,7.5,112,Ang Lee,Kevin Kline|Joan Allen|Sigourney Weaver,783763261998,France,18000000
1636,1997,5.6,91,Gavin Wilding,John Stockwell|Mario Van Peebles|Jerry Stiller,0,USA,3000000
1639,1997,7.3,113,Kevin Smith,Ben Affleck|Joey Lauren Adams|Ethan Suplee,12006514261997,USA,250000
1640,1997,5.3,93,Lionel C. Martin,Bill Bellamy|Natalie Desselle Reid|Lark Voorhies,13960203241997,USA,0
1641,1997,7.2,91,Peter Cattaneo,Robert Carlyle|Tom Wilkinson|Mark Addy,45857453241998,UK,3500000
1642,1996,5.9,98,Nancy Meckler,Jason Flemyng|Antony Sher|Dorothy Tutin,202167191997,UK,0
1643,1997,7.3,101,John Madden,Judi Dench|Billy Connolly|Geoffrey Palmer,9217930201998,UK,0
1644,1997,5.6,101,Jim Gillespie,Jennifer Love Hewitt|Sarah Michelle Gellar|Anne Heche,72219395101998,USA,17000000
1645,1997,7.5,144,Taylor Hackford,Keanu Reeves|Al Pacino|Charlize Theron,60984028131998,USA,57000000
1646,1997,5.9,95,Stuart Gillard,Harland Williams|Jessica Lundy|William Sadler,1544804321998,USA,0
1647,1997,5.6,94,Andy Wilson,David Duchovny|Timothy Hutton|Angelina Jolie,405234771997,USA,12000000
1648,1997,6.7,85,Mark Waters,Parker Posey|Josh Hamilton|Tori Spelling,617403141997,USA,1500000
1649,1997,7.3,80,Errol Morris,Dave Hoover|George Mendonça|Rodney Brooks,83278591998,USA,0
1652,1997,6.6,106,Jim Jarmusch,Neil Young|Jim Jarmusch|Ralph Molina,18949171997,USA,0
1653,1997,7.8,106,Andrew Niccol,Ethan Hawke|Uma Thurman|Jude Law,12339633271998,USA,36000000
1654,1997,6.5,99,Charles Sturridge,Paul McGann|Florence Hoath|Elizabeth Earl,1403624991998,UK,0
1655,1998,5.4,96,Joe Chappelle,Peter O'Toole|Rose McGowan|Joanna Going,5657370131998,USA,0
1657,1997,7.2,0,John O'Hagan,Bill Griffith|John McGarr|Eddie Money,0,USA,0
1658,1997,6.4,103,Danny Boyle,Cameron Diaz|Ewan McGregor|Holly Hunter,4266243211997,UK,12000000
1660,1997,7.3,109,Kasi Lemmons,Samuel L. Jackson|Jurnee Smollett-Bell|Meagan Good,1482153161998,USA,6000000
1661,1997,6.4,118,Jeb Stuart,Danny Glover|Dennis Quaid|Claudia Stedelin,6482195121997,USA,37000000
1663,1981,6.9,106,Ivan Reitman,Bill Murray|John Candy|Harold Ramis,85300000,USA,10000000
1665,1997,6.4,89,Mel Smith,Rowan Atkinson|Peter MacNicol|John Mills,45298656231998,UK,22000000
1667,1997,6.2,0,Costa-Gavras,John Travolta|Dustin Hoffman|Alan Alda,1055619691998,USA,50000000
1668,1997,5.9,102,Mike Figgis,Wesley Snipes|Nastassja Kinski|Kyle MacLachlan,2618335121997,USA,24000000
1669,1997,6.8,100,Sally Potter,Sally Potter|Pablo Verón|Morgane Maugran,1300000,UK,0
1670,1997,6.9,103,Michael Winterbottom,Stephen Dillane|Woody Harrelson|Marisa Tomei,339648231998,UK,9000000
1671,1997,6.7,106,"Jonas Pate,",Tim Roth|Chris Penn|Michael Rooker,54562261998,USA,0
1672,1997,7.1,135,Francis Ford Coppola,Matt Damon|Danny DeVito|Claire Danes,45856732131998,USA,40000000
1673,1997,7.9,155,Paul Thomas Anderson,Mark Wahlberg|Julianne Moore|Burt Reynolds,26384919101998,USA,15000000
1674,1985,7.4,112,Peter Weir,Harrison Ford|Kelly McGillis|Lukas Haas,65500000,USA,12000000
1676,1997,7.2,129,Paul Verhoeven,Casper Van Dien|Denise Richards|Dina Meyer,54700065201998,USA,105000000
1678,1993,7.6,139,Wayne Wang,Tamlyn Tomita|Rosalind Chao|Kieu Chinh,32861136,USA,11000000
1680,1998,6.8,99,Peter Howitt,Gwyneth Paltrow|John Hannah|John Lynch,11883495281998,UK,9000000
1681,1997,3.7,95,John R. Leonetti,Robin Shou|Talisa Soto|James Remar,3592740661998,USA,30000000
1682,1998,8.1,103,Peter Weir,Jim Carrey|Ed Harris|Laura Linney,12560336091998,USA,60000000
1683,1997,7.2,102,Iain Softley,Helena Bonham Carter|Linus Roache|Alex Jennings,13718385101998,USA,0
1684,1997,6.9,97,Marleen Gorris,Vanessa Redgrave|Natascha McElhone|Michael Kitchen,3263672191998,UK,0
1686,1997,6.3,122,Jon Avnet,Richard Gere|Bai Ling|Bradley Whitford,22415440231998,USA,48000000
1687,1997,6.4,124,Michael Caton-Jones,Bruce Willis|Richard Gere|Sidney Poitier,54910560131998,USA,60000000
1688,1997,7.1,94,"Don Bluth,",Meg Ryan|John Cusack|Christopher Lloyd,5829783031998,USA,50000000
1689,1997,6.6,94,Jon Amiel,Bill Murray|Joanne Whalley|Peter Gallagher,13801755231998,USA,20000000
1690,1997,6.3,109,Jean-Pierre Jeunet,Sigourney Weaver|Winona Ryder|Dominique Pinon,47748610131998,USA,75000000
1692,1997,5.7,85,Scott Harris,Gail Harris|Bernie Van De Yacht|Heather Ford,0,USA,1000000
1693,1997,7.2,155,Steven Spielberg,Djimon Hounsou|Matthew McConaughey|Anthony Hopkins,4417539431998,USA,36000000
1694,1997,7.2,134,Robert Duvall,Robert Duvall|Todd Allen|Paul Bagget,20733485121998,USA,5000000
1696,1997,7.3,105,Sean Mathias,Lothaire Bluteau|Clive Owen|Mick Jagger,372341261997,UK,0
1699,1997,7.2,110,Neil Jordan,Stephen Rea|Fiona Shaw|Eamonn Owens,182219351998,USA,0
1701,1997,7.4,96,Woody Allen,Woody Allen|Judy Davis|Julia Louis-Dreyfus,1056907161998,USA,20000000
1702,1997,5.2,93,Les Mayfield,Robin Williams|Marcia Gay Harden|Christopher McDonald,92969824241998,USA,80000000
1703,1997,5.7,115,Bryan Spicer,Tim Allen|Kirstie Alley|Jay O. Sanders,31611225131998,USA,35000000
1704,1997,8.3,126,Gus Van Sant,Robin Williams|Matt Damon|Ben Affleck,138339411241998,USA,10000000
1707,1997,4.3,102,Raja Gosnell,Alex D. Linz|Olek Krupa|Rya Kihlstedt,30672357271998,USA,32000000
1711,1997,6.6,155,Clint Eastwood,John Cusack|Kevin Spacey|Jack Thompson,25078937131998,USA,35000000
1713,1997,6.4,98,Gore Verbinski,Nathan Lane|Lee Evans|Vicki Lewis,6183421481998,USA,38000000
1715,1997,4.9,82,Cindy Sherman,Carol Kane|Molly Ringwald|Jeanne Tripplehorn,37446121997,USA,0
1717,1997,6.1,120,Wes Craven,Neve Campbell|Courteney Cox|David Arquette,101334374191998,USA,24000000
1719,1997,7.7,112,Atom Egoyan,Ian Holm|Sarah Polley|Caerthan Banks,430669731998,Canada,5000000
1721,1997,7.7,194,James Cameron,Leonardo DiCaprio|Kate Winslet|Billy Zane,65867230282012,USA,200000000
1722,1997,6.5,119,Roger Spottiswoode,Pierce Brosnan|Jonathan Pryce|Michelle Yeoh,12533200751998,UK,110000000
1726,1997,6.0,177,Kevin Costner,Kevin Costner|Will Patton|Larenz Tate,17593391131998,USA,80000000
1727,1998,6.6,170,Robert Redford,Robert Redford|Kristin Scott Thomas|Sam Neill,7537076391998,USA,60000000
1728,1997,7.1,108,Alan Rickman,Phyllida Law|Emma Thompson|Sheila Reid,776332271998,UK,0
1729,1997,7.5,154,Quentin Tarantino,Pam Grier|Samuel L. Jackson|Robert Forster,39647595201998,USA,12000000
1730,1997,7.0,134,Martin Scorsese,Tenzin Thuthob Tsarong|Gyurme Tethong|Tulku Jamyang Kunga Tenzin,5532301271998,USA,28000000
1731,1997,3.9,87,Stanley Tong,Leslie Nielsen|Kelly Lynch|Matt Keeslar,21382456101998,USA,30000000
1732,1998,8.2,117,"Joel Coen,",Jeff Bridges|John Goodman|Julianne Moore,17439163291998,USA,15000000
1733,1997,6.2,119,Alan Rudolph,Nick Nolte|Julie Christie|Lara Flynn Boyle,244164231998,USA,0
1734,1997,7.6,88,Alain Berliner,Georges Du Fresne|Michèle Laroque|Jean-Philippe Écoffey,2280573101998,Belgium,0
1735,1998,6.8,111,Alfonso Cuarón,Ethan Hawke|Gwyneth Paltrow|Hank Azaria,26333044271998,USA,25000000
1739,1998,2.8,93,Sean McNamara,Loni Anderson|Hulk Hogan|Jim Varney,308082171998,USA,0
1744,1998,4.6,89,Dean Semler,Howie Long|Scott Glenn|William Forsythe,804166561998,USA,19000000
1746,1998,6.0,93,Penelope Spheeris,Marlon Wayans|David Spade|Brad Dourif,1303559981998,USA,15000000
1747,1997,7.1,97,Barry Levinson,Dustin Hoffman|Robert De Niro|Anne Heche,4302252411998,USA,15000000
1748,1998,7.7,100,Alex Proyas,Rufus Sewell|Kiefer Sutherland|Jennifer Connelly,14337579171998,Australia,27000000
1750,1997,5.4,101,Manny Coto,Joseph Mazzello|Richard Gilliland|Corinne Bohrer,7015240201998,USA,12000000
1752,1998,5.8,97,Mikael Salomon,Morgan Freeman|Christian Slater|Randy Quaid,19819494171998,USA,70000000
1753,1998,6.7,82,Tamra Davis,Dave Chappelle|Guillermo Díaz|Jim Breuer,1727898061998,USA,8000000
1754,1998,7.0,124,Gregory Hoblit,Denzel Washington|John Goodman|Donald Sutherland,25188006201998,USA,0
1755,1997,6.6,109,Stefan Schwartz,Dan Futterman|Stuart Townsend|Kate Beckinsale,302204291998,UK,3000000
1756,1998,5.8,87,Greg Spence,Christopher Walken|Russell Wong|Jennifer Beals,0,USA,0
1757,1995,7.7,99,Kar-Wai Wong (as Kar Wai Wong),Leon Lai|Michelle Reis|Takeshi Kaneshiro,0,Hong,0
1759,1997,7.4,110,Bruno Barreto,Alan Arkin|Pedro Cardoso|Fernanda Torres,310724201998,Brazil,0
1760,1997,3.4,93,Bob Spiers,Melanie Brown|Emma Bunton|Melanie C,29247405171998,UK,25000000
1762,1998,6.0,106,Stephen Sommers,Treat Williams|Famke Janssen|Anthony Heald,11146409101998,USA,45000000
1767,1998,6.5,104,Charlie Peters,Jude Law|Jennifer Tilly|Gretchen Mol,0,USA,0
1769,1998,6.1,87,Antoine Fuqua,Yun-Fat Chow|Mira Sorvino|Michael Rooker,18967571171998,USA,30000000
1771,1997,6.0,94,Mark Pavia,Miguel Ferrer|Julie Entwisle|Dan Monahan,9154961998,USA,1000000
1772,1998,4.8,123,John Landis,Dan Aykroyd|John Goodman|Walter Levine,13979599201998,USA,28000000
1777,1998,6.8,95,Frank Coraci,Adam Sandler|Drew Barrymore|Christine Taylor,8022450271998,USA,18000000
1779,1998,6.0,134,Barry Levinson,Dustin Hoffman|Sharon Stone|Samuel L. Jackson,36976367171998,USA,80000000
1783,1998,6.0,114,Volker Schlöndorff (as Volker Schlondorff),Woody Harrelson|Elisabeth Shue|Gina Gershon,5840581151998,Germany,0
1784,1997,7.7,139,James L. Brooks,Jack Nicholson|Helen Hunt|Greg Kinnear,147637474191998,USA,50000000
1785,1990,7.0,103,Abel Ferrara,Christopher Walken|David Caruso|Laurence Fishburne,2554476,Italy,0
1788,1997,5.7,89,Kari Skogland,Donal Logue|Gregory Sporleder|Callum Keith Rennie,0,Canada,0
1791,1998,6.2,94,Robert Benton,Paul Newman|Susan Sarandon|Gene Hackman,1503073211998,USA,20000000
1792,1998,6.5,131,Stuart Baird,Tommy Lee Jones|Wesley Snipes|Robert Downey Jr.,57823170241998,USA,60000000
1794,1997,7.1,93,Richard Kwietniowski,John Hurt|Jason Priestley|Fiona Loewi,254226451998,UK,0
1795,1995,7.6,140,Jorge Fons,Ernesto Gómez Cruz|María Rojo|Salma Hayek,0,Mexico,0
1796,1998,5.5,96,Zalman King,Matt George|Matty Liu|Shane Dorian,1379977151998,USA,0
1797,1998,7.1,44,"David Breashears,",Liam Neeson|Lhakpa Dorji|Dorje Sherpa,76447420282000,USA,0
1798,1998,5.3,96,Jonathan Darby,Jessica Lange|Gwyneth Paltrow|Johnathon Schaech,13513622291998,USA,0
1799,1997,7.0,106,Peter O'Fallon,Christopher Walken|Denis Leary|Sean Patrick Flanery,1692872101998,USA,5000000
1801,1998,6.5,132,Randall Wallace,Leonardo DiCaprio|Jeremy Irons|John Malkovich,5687636531998,USA,35000000
1804,1998,6.0,113,Richard Linklater,Matthew McConaughey|Ethan Hawke|Skeet Ulrich,10297897151998,USA,27000000
1805,1998,6.5,108,John McNaughton,Kevin Bacon|Matt Dillon|Neve Campbell,29753944261998,USA,20000000
1806,1998,6.5,91,John Roberts,Gena Rowlands|Tony Shalhoub|Cheech Marin,27008669141998,USA,23000000
1807,1998,6.3,97,John N. Smith,Vince Vaughn|Monica Potter|Joey Lauren Adams,0,USA,0
1809,1997,7.9,103,Takeshi Kitano,Takeshi Kitano|Kayoko Kishimoto|Ren Ôsugi,233986101998,Japan,0
1810,1998,6.7,143,Mike Nichols,John Travolta|Emma Thompson|Kathy Bates,38966057191998,France,65000000
1812,1998,6.1,88,M. Night Shyamalan,Joseph Cross|Timothy Reifsnyder|Dana Delany,25821231998,USA,7000000
1816,1997,5.6,84,James Toback,Robert Downey Jr.|Heather Graham|Natasha Gregson Wagner,1950218291998,USA,1000000
1819,1998,7.1,77,Jonathan Demme,Robyn Hitchcock|Deni Bonet|Tim Keegan,3073201998,USA,0
1821,1998,6.0,111,Nicholas Hytner,Jennifer Aniston|Paul Rudd|Kali Rocha,29106737261998,USA,15000000
1822,1998,3.9,93,Steve Boyum,Paul Walker|Steve Van Wormer|A.J. Langer,4308981151998,USA,24000000
1824,1998,5.8,102,Stephen Gyllenhaal,Billy Bob Thornton|Hank Azaria|Kelly Lynch,21555381998,USA,0
1826,1998,2.9,76,Steve Gomer,George Hearn|Shirley Douglas|Trevor Morgan,11144518261998,Canada,15000000
1827,1997,7.1,91,Michael Moore,Michael Moore|Elaine Bly|Dan Burns,64937081998,USA,0
1831,1998,5.1,130,Stephen Hopkins,Gary Oldman|William Hurt|Matt LeBlanc,6910291071998,USA,80000000
1833,1998,6.1,111,Harold Becker,Bruce Willis|Miko Hughes|Alec Baldwin,3294050731998,USA,60000000
1834,1997,7.3,110,David Mamet,Steve Martin|Ben Gazzara|Campbell Scott,10200000,USA,10000000
1835,1998,6.7,114,Brad Silberling,Nicolas Cage|Meg Ryan|Andre Braugher,78745923281998,Germany,55000000
1836,1998,6.6,113,Whit Stillman,Chloë Sevigny|Kate Beckinsale|Chris Eigeman,298729771998,USA,8000000
1837,1998,6.4,97,Howard Deutch,Jack Lemmon|Walter Matthau|Richard Riehle,18878566261998,USA,0
1839,1998,4.9,103,Michael Lehmann,Billy Crystal|Kathleen Quinlan|Gheorghe Muresan,798592971998,USA,0
1840,1998,6.9,136,Spike Lee,Denzel Washington|Milla Jovovich|Ray Allen,21554585241998,USA,25000000
1841,1998,5.7,114,Robert Altman,Kenneth Branagh|Embeth Davidtz|Robert Downey Jr.,1534569191998,USA,25000000
1844,1997,7.4,103,Pedro Almodóvar (as Pedro Almodovar),Liberto Rabal|Francesca Neri|Javier Bardem,153555831998,Spain,0
1845,1998,7.0,116,Jake Kasdan,Bill Pullman|Ben Stiller|Ryan O'Neal,1980338271998,USA,5000000
1846,1997,7.4,128,Gary Oldman,Ray Winstone|Kathy Burke|Charlie Creed-Miles,0,UK,9000000
1848,1997,5.8,89,Peter Hewitt,John Goodman|Jim Broadbent|Mark Williams,2235929381998,UK,29000000
1852,1997,5.5,95,Juan José Campanella,Denis Leary|Terence Stamp|Aitana Sánchez-Gijón,0,Argentina,0
1854,1998,5.6,0,Doug Ellin,David Schwimmer|Jason Lee|Mili Avital,4002640131998,USA,0
1855,1998,4.9,94,Todd Holland,Richard Dreyfuss|Jenna Elfman|Natasha Lyonne,7514883241998,USA,0
1856,1998,6.2,95,Nick Broomfield,Courtney Love|Nick Broomfield|Kurt Cobain,441808191998,UK,0
1858,1997,6.2,97,Sammo Kam-Bo Hung (as Samo Hung),Jackie Chan|Richard Norton|Miki Lee,1267418351998,Hong,0
1859,1997,7.7,95,Abbas Kiarostami,Homayoun Ershadi|Abdolrahman Bagheri|Afshin Khorshid Bakhtiari,311873201998,Iran,0
1860,1997,7.8,122,Mike van Diem,Pavlik Jansen op de Haar|Jan Decleir|Fedja van Huêt,71341351998,Netherlands,4500000
1861,1997,6.8,83,Pål Sletaune,Robert Skjærstad|Andrine Sæther|Per Egil Aske,0,Norway,2100000
1862,1998,4.3,93,Peter Medak,Natasha Henstridge|Michael Madsen|Marg Helgenberger,19165560261998,USA,0
1863,1998,4.5,100,John Warren,Scott Bakula|Corbin Bernsen|Dennis Haysbert,3551208151998,USA,18000000
